# t   analytical   numerical_linear   numerical_nonlinear   error_linear   error_nonlinear   energy_nonlinear
0.0000000000e+00  3.0000000000e-01  3.0000000000e-01  3.0000000000e-01  0.0000000000e+00  0.0000000000e+00  4.3814904168e-01
1.0000000000e-02  2.9985315586e-01  2.9985315586e-01  2.9985534810e-01  2.9976021665e-15  2.1922434921e-06  4.3814736863e-01
2.0000000000e-02  2.9941393888e-01  2.9941393888e-01  2.9942268190e-01  6.5503158453e-15  8.7430233557e-06  4.3813572479e-01
3.0000000000e-02  2.9868452759e-01  2.9868452759e-01  2.9870412861e-01  1.0491607583e-14  1.9601016752e-05  4.3810434027e-01
4.0000000000e-02  2.9766737130e-01  2.9766737130e-01  2.9770206997e-01  1.4599432774e-14  3.4698663732e-05  4.3804369469e-01
5.0000000000e-02  2.9636518607e-01  2.9636518607e-01  2.9641913868e-01  1.9151347175e-14  5.3952609820e-05  4.3794454939e-01
6.0000000000e-02  2.9478095047e-01  2.9478095047e-01  2.9485821471e-01  2.3925306181e-14  7.7264237854e-05  4.3779797818e-01
7.0000000000e-02  2.9291790109e-01  2.9291790109e-01  2.9302242137e-01  2.9309887850e-14  1.0452028432e-04  4.3759539667e-01
8.0000000000e-02  2.9077952783e-01  2.9077952783e-01  2.9091512136e-01  3.4861002973e-14  1.3559353474e-04  4.3732859005e-01
9.0000000000e-02  2.8836956898e-01  2.8836956898e-01  2.8853991257e-01  4.0578651550e-14  1.7034359230e-04  4.3698973916e-01
1.0000000000e-01  2.8569200608e-01  2.8569200608e-01  2.8590062379e-01  4.6740389337e-14  2.0861771321e-04  4.3657144498e-01
1.1000000000e-01  2.8275105855e-01  2.8275105855e-01  2.8300131025e-01  5.3179682880e-14  2.5025170204e-04  4.3606675121e-01
1.2000000000e-01  2.7955117817e-01  2.7955117817e-01  2.7984624903e-01  5.9952043330e-14  2.9507085988e-04  4.3546916511e-01
1.3000000000e-01  2.7609704331e-01  2.7609704331e-01  2.7643993429e-01  6.6835426082e-14  3.4289097778e-04  4.3477267645e-01
1.4000000000e-01  2.7239355302e-01  2.7239355302e-01  2.7278707239e-01  7.3940853440e-14  3.9351936779e-04  4.3397177445e-01
1.5000000000e-01  2.6844582089e-01  2.6844582089e-01  2.6889257682e-01  8.1157303100e-14  4.4675592379e-04  4.3306146283e-01
1.6000000000e-01  2.6425916882e-01  2.6425916882e-01  2.6476156302e-01  8.8651308516e-14  5.0239420394e-04  4.3203727279e-01
1.7000000000e-01  2.5983912049e-01  2.5983912049e-01  2.6039934301e-01  9.6256336235e-14  5.6022252698e-04  4.3089527395e-01
1.8000000000e-01  2.5519139482e-01  2.5519139482e-01  2.5581141990e-01  1.0402789741e-13  6.2002507415e-04  4.2963208323e-01
1.9000000000e-01  2.5032189920e-01  2.5032189920e-01  2.5100348218e-01  1.1202150318e-13  6.8158298894e-04  4.2824487163e-01
2.0000000000e-01  2.4523672252e-01  2.4523672252e-01  2.4598139799e-01  1.2001510896e-13  7.4467546693e-04  4.2673136891e-01
2.1000000000e-01  2.3994212823e-01  2.3994212823e-01  2.4075120906e-01  1.2817524819e-13  8.0908082811e-04  4.2508986615e-01
2.2000000000e-01  2.3444454709e-01  2.3444454709e-01  2.3531912466e-01  1.3627987627e-13  8.7457756442e-04  4.2331921620e-01
2.3000000000e-01  2.2875056992e-01  2.2875056992e-01  2.2969151527e-01  1.4438450435e-13  9.4094535562e-04  4.2141883208e-01
2.4000000000e-01  2.2286694017e-01  2.2286694017e-01  2.2387490621e-01  1.5251688801e-13  1.0079660468e-03  4.1938868321e-01
2.5000000000e-01  2.1680054644e-01  2.1680054644e-01  2.1787597102e-01  1.6067702724e-13  1.0754245817e-03  4.1722928970e-01
2.6000000000e-01  2.1055841486e-01  2.1055841486e-01  2.1170152475e-01  1.6878165532e-13  1.1431098855e-03  4.1494171447e-01
2.7000000000e-01  2.0414770141e-01  2.0414770141e-01  2.0535851710e-01  1.7688628340e-13  1.2108156929e-03  4.1252755350e-01
2.8000000000e-01  1.9757568411e-01  1.9757568411e-01  1.9885402543e-01  1.8499091148e-13  1.2783413155e-03  4.0998892411e-01
2.9000000000e-01  1.9084975521e-01  1.9084975521e-01  1.9219524755e-01  1.9281798380e-13  1.3454923466e-03  4.0732845126e-01
3.0000000000e-01  1.8397741325e-01  1.8397741325e-01  1.8538949455e-01  2.0061730055e-13  1.4120812972e-03  4.0454925216e-01
3.1000000000e-01  1.7696625513e-01  1.7696625513e-01  1.7844418329e-01  2.0827783942e-13  1.4779281624e-03  4.0165491901e-01
3.2000000000e-01  1.6982396802e-01  1.6982396802e-01  1.7136682894e-01  2.1574408926e-13  1.5428609157e-03  3.9864950009e-01
3.3000000000e-01  1.6255832140e-01  1.6255832140e-01  1.6416503733e-01  2.2312707237e-13  1.6067159292e-03  3.9553747921e-01
3.4000000000e-01  1.5517715887e-01  1.5517715887e-01  1.5684649719e-01  2.3020474416e-13  1.6693383183e-03  3.9232375371e-01
3.5000000000e-01  1.4768839011e-01  1.4768839011e-01  1.4941897232e-01  2.3717139364e-13  1.7305822126e-03  3.8901361095e-01
3.6000000000e-01  1.4009998271e-01  1.4009998271e-01  1.4189029366e-01  2.4377722063e-13  1.7903109505e-03  3.8561270355e-01
3.7000000000e-01  1.3241995405e-01  1.3241995405e-01  1.3426835125e-01  2.5024426975e-13  1.8483972017e-03  3.8212702330e-01
3.8000000000e-01  1.2465636314e-01  1.2465636314e-01  1.2656108615e-01  2.5637825196e-13  1.9047230163e-03  3.7856287410e-01
3.9000000000e-01  1.1681730251e-01  1.1681730251e-01  1.1877648232e-01  2.6230406736e-13  1.9591798040e-03  3.7492684379e-01
4.0000000000e-01  1.0891089010e-01  1.0891089010e-01  1.1092255835e-01  2.6788293805e-13  2.0116682474e-03  3.7122577516e-01
4.1000000000e-01  1.0094526115e-01  1.0094526115e-01  1.0300735929e-01  2.7321200857e-13  2.0620981492e-03  3.6746673621e-01
4.2000000000e-01  9.2928560126e-02  9.2928560126e-02  9.5038948347e-02  2.7805535652e-13  2.1103882209e-03  3.6365698973e-01
4.3000000000e-01  8.4868932755e-02  8.4868932755e-02  8.7025398569e-02  2.8266278207e-13  2.1564658142e-03  3.5980396247e-01
4.4000000000e-01  7.6774517998e-02  7.6774517998e-02  7.8974784599e-02  2.8688162956e-13  2.2002666011e-03  3.5591521390e-01
4.5000000000e-01  6.8653440153e-02  6.8653440153e-02  7.0895174360e-02  2.9072577679e-13  2.2417342076e-03  3.5199840468e-01
4.6000000000e-01  6.0513800996e-02  6.0513800996e-02  6.2794620801e-02  2.9416052927e-13  2.2808198051e-03  3.4806126516e-01
4.7000000000e-01  5.2363671988e-02  5.2363671989e-02  5.4681153655e-02  2.9717894812e-13  2.3174816664e-03  3.4411156381e-01
4.8000000000e-01  4.4211086569e-02  4.4211086569e-02  4.6562771259e-02  2.9976715554e-13  2.3516846902e-03  3.4015707584e-01
4.9000000000e-01  3.6064032520e-02  3.6064032521e-02  3.8447432422e-02  3.0198760159e-13  2.3833999020e-03  3.3620555212e-01
5.0000000000e-01  2.7930444435e-02  2.7930444435e-02  3.0343048369e-02  3.0370150839e-13  2.4126039346e-03  3.3226468856e-01
5.1000000000e-01  1.9818196267e-02  1.9818196267e-02  2.2257474764e-02  3.0497479542e-13  2.4392784965e-03  3.2834209594e-01
5.2000000000e-01  1.1735094002e-02  1.1735094003e-02  1.4198503835e-02  3.0583868771e-13  2.4634098325e-03  3.2444527054e-01
5.3000000000e-01  3.6888684244e-03  3.6888684247e-03  6.1738566070e-03  3.0617132094e-13  2.4849881826e-03  3.2058156547e-01
5.4000000000e-01  -4.3128319933e-03  -4.3128319930e-03  -1.8088247485e-03  3.0608328372e-13  2.5040072448e-03  3.1675816290e-01
5.5000000000e-01  -1.2262448075e-02  -1.2262448075e-02  -9.7419844277e-03  3.0545357910e-13  2.5204636477e-03  3.1298204735e-01
5.6000000000e-01  -2.0152516804e-02  -2.0152516803e-02  -1.7618160366e-02  3.0437458109e-13  2.5343564372e-03  3.0925998009e-01
5.7000000000e-01  -2.7975678040e-02  -2.7975678039e-02  -2.5429991457e-02  3.0274394103e-13  2.5456865827e-03  3.0559847467e-01
5.8000000000e-01  -3.5724681109e-02  -3.5724681108e-02  -3.3170224601e-02  3.0054431166e-13  2.5544565078e-03  3.0200377386e-01
5.9000000000e-01  -4.3392391235e-02  -4.3392391234e-02  -4.0831721586e-02  2.9789365419e-13  2.5606696489e-03  2.9848182785e-01
6.0000000000e-01  -5.0971795825e-02  -5.0971795825e-02  -4.8407465779e-02  2.9479196861e-13  2.5643300459e-03  2.9503827404e-01
6.1000000000e-01  -5.8456010600e-02  -5.8456010599e-02  -5.5890568630e-02  2.9110741595e-13  2.5654419693e-03  2.9167841821e-01
6.2000000000e-01  -6.5838285552e-02  -6.5838285552e-02  -6.3274275967e-02  2.8697877408e-13  2.5640095852e-03  2.8840721740e-01
6.3000000000e-01  -7.3112010751e-02  -7.3112010751e-02  -7.0551974089e-02  2.8226032622e-13  2.5600366619e-03  2.8522926430e-01
6.4000000000e-01  -8.0270721967e-02  -8.0270721966e-02  -7.7717195646e-02  2.7708391137e-13  2.5535263203e-03  2.8214877341e-01
6.5000000000e-01  -8.7308106119e-02  -8.7308106119e-02  -8.4763625290e-02  2.7132462943e-13  2.5444808286e-03  2.7916956887e-01
6.6000000000e-01  -9.4218006550e-02  -9.4218006549e-02  -9.1685105105e-02  2.6510738049e-13  2.5329014442e-03  2.7629507400e-01
6.7000000000e-01  -1.0099442811e-01  -1.0099442811e-01  -9.8475639805e-02  2.5834889783e-13  2.5187883015e-03  2.7352830268e-01
6.8000000000e-01  -1.0763154204e-01  -1.0763154204e-01  -1.0512940169e-01  2.5100754808e-13  2.5021403474e-03  2.7087185235e-01
6.9000000000e-01  -1.1412369071e-01  -1.1412369071e-01  -1.1164073538e-01  2.4322210912e-13  2.4829553238e-03  2.6832789895e-01
7.0000000000e-01  -1.2046539209e-01  -1.2046539209e-01  -1.1800416229e-01  2.3496482537e-13  2.4612297956e-03  2.6589819344e-01
7.1000000000e-01  -1.2665134409e-01  -1.2665134409e-01  -1.2421438486e-01  2.2606916339e-13  2.4369592243e-03  2.6358406021e-01
7.2000000000e-01  -1.3267642865e-01  -1.3267642865e-01  -1.3026629056e-01  2.1674328998e-13  2.4101380847e-03  2.6138639715e-01
7.3000000000e-01  -1.3853571566e-01  -1.3853571566e-01  -1.3615495563e-01  2.0694557179e-13  2.3807600226e-03  2.5930567738e-01
7.4000000000e-01  -1.4422446663e-01  -1.4422446663e-01  -1.4187564858e-01  1.9670376439e-13  2.3488180520e-03  2.5734195274e-01
7.5000000000e-01  -1.4973813823e-01  -1.4973813823e-01  -1.4742383344e-01  1.8596235662e-13  2.3143047888e-03  2.5549485880e-01
7.6000000000e-01  -1.5507238551e-01  -1.5507238551e-01  -1.5279517279e-01  1.7477685965e-13  2.2772127167e-03  2.5376362150e-01
7.7000000000e-01  -1.6022306498e-01  -1.6022306498e-01  -1.5798553049e-01  1.6314727347e-13  2.2375344844e-03  2.5214706530e-01
7.8000000000e-01  -1.6518623748e-01  -1.6518623748e-01  -1.6299097425e-01  1.5107359808e-13  2.1952632282e-03  2.5064362276e-01
7.9000000000e-01  -1.6995817078e-01  -1.6995817078e-01  -1.6780777786e-01  1.3855583347e-13  2.1503929178e-03  2.4925134561e-01
8.0000000000e-01  -1.7453534202e-01  -1.7453534202e-01  -1.7243242330e-01  1.2562173524e-13  2.1029187211e-03  2.4796791699e-01
8.1000000000e-01  -1.7891443987e-01  -1.7891443987e-01  -1.7686160249e-01  1.1238232567e-13  2.0528373825e-03  2.4679066514e-01
8.2000000000e-01  -1.8309236654e-01  -1.8309236654e-01  -1.8109221892e-01  9.8643315738e-14  2.0001476136e-03  2.4571657813e-01
8.3000000000e-01  -1.8706623949e-01  -1.8706623949e-01  -1.8512138900e-01  8.4487972174e-14  1.9448504887e-03  2.4474231976e-01
8.4000000000e-01  -1.9083339300e-01  -1.9083339300e-01  -1.8894644315e-01  6.9999561703e-14  1.8869498433e-03  2.4386424649e-01
8.5000000000e-01  -1.9439137946e-01  -1.9439137946e-01  -1.9256492679e-01  5.5233595475e-14  1.8264526708e-03  2.4307842530e-01
8.6000000000e-01  -1.9773797047e-01  -1.9773797047e-01  -1.9597460096e-01  4.0162317916e-14  1.7633695121e-03  2.4238065242e-01
8.7000000000e-01  -2.0087115769e-01  -2.0087115769e-01  -1.9917344286e-01  2.4702462298e-14  1.6977148363e-03  2.4176647281e-01
8.8000000000e-01  -2.0378915352e-01  -2.0378915352e-01  -2.0215964611e-01  8.9095397726e-15  1.6295074069e-03  2.4123120036e-01
8.9000000000e-01  -2.0649039147e-01  -2.0649039147e-01  -2.0493162085e-01  7.0776717820e-15  1.5587706297e-03  2.4076993870e-01
9.0000000000e-01  -2.0897352645e-01  -2.0897352645e-01  -2.0748799357e-01  2.3342439093e-14  1.4855328808e-03  2.4037760245e-01
9.1000000000e-01  -2.1123743469e-01  -2.1123743469e-01  -2.0982760688e-01  3.9801495433e-14  1.4098278086e-03  2.4004893899e-01
9.2000000000e-01  -2.1328121354e-01  -2.1328121354e-01  -2.1194951893e-01  5.6565863105e-14  1.3316946094e-03  2.3977855050e-01
9.3000000000e-01  -2.1510418104e-01  -2.1510418104e-01  -2.1385300277e-01  7.3385741928e-14  1.2511782715e-03  2.3956091626e-01
9.4000000000e-01  -2.1670587528e-01  -2.1670587528e-01  -2.1553754549e-01  9.0566443234e-14  1.1683297878e-03  2.3939041512e-01
9.5000000000e-01  -2.1808605347e-01  -2.1808605347e-01  -2.1700284714e-01  1.0785816684e-13  1.0832063317e-03  2.3926134807e-01
9.6000000000e-01  -2.1924469095e-01  -2.1924469095e-01  -2.1824881956e-01  1.2523315718e-13  9.9587139699e-04  2.3916796075e-01
9.7000000000e-01  -2.2018197986e-01  -2.2018197986e-01  -2.1927558496e-01  1.4266365866e-13  9.0639489945e-04  2.3910446594e-01
9.8000000000e-01  -2.2089832766e-01  -2.2089832766e-01  -2.2008347442e-01  1.6023293803e-13  8.1485323773e-04  2.3906506579e-01
9.9000000000e-01  -2.2139435545e-01  -2.2139435545e-01  -2.2067302613e-01  1.7794099527e-13  7.2132931442e-04  2.3904397389e-01
1.0000000000e+00  -2.2167089608e-01  -2.2167089608e-01  -2.2104498356e-01  1.9564905251e-13  6.2591251573e-04  2.3903543696e-01
1.0100000000e+00  -2.2172899208e-01  -2.2172899208e-01  -2.2120029343e-01  2.1346813206e-13  5.2869864986e-04  2.3903375617e-01
1.0200000000e+00  -2.2156989339e-01  -2.2156989339e-01  -2.2114010354e-01  2.3123170045e-13  4.2978984427e-04  2.3903330798e-01
1.0300000000e+00  -2.2119505485e-01  -2.2119505485e-01  -2.2086576045e-01  2.4899526885e-13  3.2929440232e-04  2.3902856439e-01
1.0400000000e+00  -2.2060613363e-01  -2.2060613363e-01  -2.2037880701e-01  2.6673108167e-13  2.2732662014e-04  2.3901411272e-01
1.0500000000e+00  -2.1980498632e-01  -2.1980498633e-01  -2.1968097976e-01  2.8435587218e-13  1.2400656479e-04  2.3898467457e-01
1.0600000000e+00  -2.1879366599e-01  -2.1879366599e-01  -2.1877420617e-01  3.0186964040e-13  1.9459815284e-05  2.3893512411e-01
1.0700000000e+00  -2.1757441894e-01  -2.1757441894e-01  -2.1766060177e-01  3.1935565303e-13  8.6182831884e-05  2.3886050563e-01
1.0800000000e+00  -2.1614968140e-01  -2.1614968140e-01  -2.1634246709e-01  3.3673064337e-13  1.9278569069e-04  2.3875605019e-01
1.0900000000e+00  -2.1452207599e-01  -2.1452207599e-01  -2.1482228454e-01  3.5391134467e-13  3.0020854472e-04  2.3861719138e-01
1.1000000000e+00  -2.1269440806e-01  -2.1269440806e-01  -2.1310271509e-01  3.7087000138e-13  4.0830703509e-04  2.3843958022e-01
1.1100000000e+00  -2.1066966180e-01  -2.1066966180e-01  -2.1118659487e-01  3.8768988020e-13  5.1693307442e-04  2.3821909894e-01
1.1200000000e+00  -2.0845099631e-01  -2.0845099631e-01  -2.0907693159e-01  4.0428771442e-13  6.2593528401e-04  2.3795187390e-01
1.1300000000e+00  -2.0604174144e-01  -2.0604174144e-01  -2.0677690089e-01  4.2055248173e-13  7.3515945127e-04  2.3763428733e-01
1.1400000000e+00  -2.0344539352e-01  -2.0344539352e-01  -2.0428984253e-01  4.3665071559e-13  8.4444900424e-04  2.3726298808e-01
1.1500000000e+00  -2.0066561093e-01  -2.0066561093e-01  -2.0161925643e-01  4.5244363811e-13  9.5364549990e-04  2.3683490115e-01
1.1600000000e+00  -1.9770620955e-01  -1.9770620955e-01  -1.9876879867e-01  4.6787573815e-13  1.0625891231e-03  2.3634723617e-01
1.1700000000e+00  -1.9457115812e-01  -1.9457115812e-01  -1.9574227732e-01  4.8305803801e-13  1.1711191929e-03  2.3579749470e-01
1.1800000000e+00  -1.9126457342e-01  -1.9126457342e-01  -1.9254364809e-01  4.9782400424e-13  1.2790746721e-03  2.3518347632e-01
1.1900000000e+00  -1.8779071533e-01  -1.8779071533e-01  -1.8917701001e-01  5.1222914799e-13  1.3862946785e-03  2.3450328356e-01
1.2000000000e+00  -1.8415398188e-01  -1.8415398188e-01  -1.8564660087e-01  5.2624571367e-13  1.4926189920e-03  2.3375532565e-01
1.2100000000e+00  -1.8035890404e-01  -1.8035890404e-01  -1.8195679260e-01  5.3987370130e-13  1.5978885566e-03  2.3293832103e-01
1.2200000000e+00  -1.7641014057e-01  -1.7641014057e-01  -1.7811208655e-01  5.5302984414e-13  1.7019459732e-03  2.3205129871e-01
1.2300000000e+00  -1.7231247264e-01  -1.7231247264e-01  -1.7411710862e-01  5.6576965335e-13  1.8046359798e-03  2.3109359838e-01
1.2400000000e+00  -1.6807079846e-01  -1.6807079846e-01  -1.6997660437e-01  5.7803761777e-13  1.9058059167e-03  2.3006486944e-01
1.2500000000e+00  -1.6369012774e-01  -1.6369012774e-01  -1.6569543392e-01  5.8975047068e-13  2.0053061742e-03  2.2896506872e-01
1.2600000000e+00  -1.5917557621e-01  -1.5917557621e-01  -1.6127856683e-01  6.0093596765e-13  2.1029906197e-03  2.2779445714e-01
1.2700000000e+00  -1.5453235989e-01  -1.5453235990e-01  -1.5673107690e-01  6.1167737542e-13  2.1987170020e-03  2.2655359527e-01
1.2800000000e+00  -1.4976578946e-01  -1.4976578946e-01  -1.5205813679e-01  6.2189142724e-13  2.2923473309e-03  2.2524333767e-01
1.2900000000e+00  -1.4488126443e-01  -1.4488126443e-01  -1.4726501266e-01  6.3143934526e-13  2.3837482296e-03  2.2386482627e-01
1.3000000000e+00  -1.3988426740e-01  -1.3988426740e-01  -1.4235705866e-01  6.4051541848e-13  2.4727912597e-03  2.2241948266e-01
1.3100000000e+00  -1.3478035816e-01  -1.3478035817e-01  -1.3733971138e-01  6.4892535789e-13  2.5593532145e-03  2.2090899936e-01
1.3200000000e+00  -1.2957516781e-01  -1.2957516781e-01  -1.3221848419e-01  6.5680794137e-13  2.6433163834e-03  2.1933533018e-01
1.3300000000e+00  -1.2427439279e-01  -1.2427439279e-01  -1.2699896157e-01  6.6401051324e-13  2.7245687823e-03  2.1770067961e-01
1.3400000000e+00  -1.1888378896e-01  -1.1888378896e-01  -1.2168679331e-01  6.7061634024e-13  2.8030043526e-03  2.1600749139e-01
1.3500000000e+00  -1.1340916560e-01  -1.1340916560e-01  -1.1628768873e-01  6.7640337775e-13  2.8785231271e-03  2.1425843623e-01
1.3600000000e+00  -1.0785637941e-01  -1.0785637941e-01  -1.1080741077e-01  6.8171857048e-13  2.9510313623e-03  2.1245639881e-01
1.3700000000e+00  -1.0223132849e-01  -1.0223132849e-01  -1.0525177013e-01  6.8632599604e-13  3.0204416381e-03  2.1060446398e-01
1.3800000000e+00  -9.6539946328e-02  -9.6539946329e-02  -9.9626619253e-02  6.9026728777e-13  3.0866729249e-03  2.0870590248e-01
1.3900000000e+00  -9.0788195803e-02  -9.0788195804e-02  -9.3937846422e-02  6.9351469012e-13  3.1496506186e-03  2.0676415590e-01
1.4000000000e+00  -8.4982063151e-02  -8.4982063152e-02  -8.8191369696e-02  6.9606820308e-13  3.2093065446e-03  2.0478282123e-01
1.4100000000e+00  -7.9127551987e-02  -7.9127551988e-02  -8.2393130919e-02  6.9773353761e-13  3.2655789324e-03  2.0276563495e-01
1.4200000000e+00  -7.3230677324e-02  -7.3230677325e-02  -7.6549089685e-02  6.9885763843e-13  3.3184123605e-03  2.0071645670e-01
1.4300000000e+00  -6.7297459626e-02  -6.7297459627e-02  -7.0665217302e-02  6.9910743861e-13  3.3677576756e-03  1.9863925266e-01
1.4400000000e+00  -6.1333918883e-02  -6.1333918884e-02  -6.4747490768e-02  6.9878824949e-13  3.4135718847e-03  1.9653807865e-01
1.4500000000e+00  -5.5346068730e-02  -5.5346068730e-02  -5.8801886755e-02  6.9774047651e-13  3.4558180254e-03  1.9441706313e-01
1.4600000000e+00  -4.9339910601e-02  -4.9339910602e-02  -5.2834375615e-02  6.9595024188e-13  3.4944650135e-03  1.9228038998e-01
1.4700000000e+00  -4.3321427937e-02  -4.3321427937e-02  -4.6850915408e-02  6.9343836229e-13  3.5294874709e-03  1.9013228137e-01
1.4800000000e+00  -3.7296580435e-02  -3.7296580436e-02  -4.0857445972e-02  6.9017708215e-13  3.5608655375e-03  1.8797698057e-01
1.4900000000e+00  -3.1271298369e-02  -3.1271298369e-02  -3.4859883036e-02  6.8618721816e-13  3.5885846669e-03  1.8581873489e-01
1.5000000000e+00  -2.5251476961e-02  -2.5251476961e-02  -2.8864112371e-02  6.8128488961e-13  3.6126354099e-03  1.8366177882e-01
1.5100000000e+00  -1.9242970828e-02  -1.9242970828e-02  -2.2875984015e-02  6.7581357177e-13  3.6330131879e-03  1.8151031739e-01
1.5200000000e+00  -1.3251588497e-02  -1.3251588498e-02  -1.6901306555e-02  6.6959805756e-13  3.6497180578e-03  1.7936850981e-01
1.5300000000e+00  -7.2830870039e-03  -7.2830870046e-03  -1.0945841476e-02  6.6265135740e-13  3.6627544724e-03  1.7724045351e-01
1.5400000000e+00  -1.3431665665e-03  -1.3431665671e-03  -5.0152976031e-03  6.5496718292e-13  3.6721310366e-03  1.7513016862e-01
1.5500000000e+00  4.5625346474e-03  4.5625346467e-03  8.8467438407e-04  6.4655312354e-13  3.6778602633e-03  1.7304158288e-01
1.5600000000e+00  1.0428445663e-02  1.0428445663e-02  6.7484873329e-03  6.3742414125e-13  3.6799583305e-03  1.7097851716e-01
1.5700000000e+00  1.6249067747e-02  1.6249067746e-02  1.2570622905e-02  6.2757438135e-13  3.6784448416e-03  1.6894467154e-01
1.5800000000e+00  2.2018979349e-02  2.2018979349e-02  1.8345636757e-02  6.1683991248e-13  3.6733425922e-03  1.6694361203e-01
1.5900000000e+00  2.7732840947e-02  2.7732840946e-02  2.4068163604e-02  6.0556420989e-13  3.6646773427e-03  1.6497875801e-01
1.6000000000e+00  3.3385399775e-02  3.3385399774e-02  2.9732922173e-02  5.9359461790e-13  3.6524776017e-03  1.6305337040e-01
1.6100000000e+00  3.8971494441e-02  3.8971494441e-02  3.5334720022e-02  5.8094501432e-13  3.6367744192e-03  1.6117054058e-01
1.6200000000e+00  4.4486059433e-02  4.4486059432e-02  4.0868458240e-02  5.6762927692e-13  3.6176011924e-03  1.5933318015e-01
1.6300000000e+00  4.9924129492e-02  4.9924129491e-02  4.6329136006e-02  5.5363352791e-13  3.5949934853e-03  1.5754401152e-01
1.6400000000e+00  5.5280843874e-02  5.5280843874e-02  5.1711855012e-02  5.3898552288e-13  3.5689888624e-03  1.5580555939e-01
1.6500000000e+00  6.0551450477e-02  6.0551450477e-02  5.7011823739e-02  5.2349791169e-13  3.5396267384e-03  1.5412014306e-01
1.6600000000e+00  6.5731309837e-02  6.5731309837e-02  6.2224361593e-02  5.0759396686e-13  3.5069482445e-03  1.5248986974e-01
1.6700000000e+00  7.0815898994e-02  7.0815898994e-02  6.7344902883e-02  4.9094062149e-13  3.4709961110e-03  1.5091662874e-01
1.6800000000e+00  7.5800815216e-02  7.5800815216e-02  7.2369000649e-02  4.7380155355e-13  3.4318145673e-03  1.4940208660e-01
1.6900000000e+00  8.0681779587e-02  8.0681779587e-02  7.7292330327e-02  4.5607961852e-13  3.3894492600e-03  1.4794768316e-01
1.7000000000e+00  8.5454640451e-02  8.5454640451e-02  8.2110693264e-02  4.3778869419e-13  3.3439471872e-03  1.4655462860e-01
1.7100000000e+00  9.0115376711e-02  9.0115376711e-02  8.6820020060e-02  4.1894265834e-13  3.2953566512e-03  1.4522390143e-01
1.7200000000e+00  9.4660100980e-02  9.4660100979e-02  9.1416373753e-02  3.9955538877e-13  3.2437272270e-03  1.4395624739e-01
1.7300000000e+00  9.9085062582e-02  9.9085062581e-02  9.5895952834e-02  3.7966851885e-13  3.1891097476e-03  1.4275217929e-01
1.7400000000e+00  1.0338665041e-01  1.0338665040e-01  1.0025509410e-01  3.5915714847e-13  3.1315563048e-03  1.4161197784e-01
1.7500000000e+00  1.0756139560e-01  1.0756139560e-01  1.0449027533e-01  3.3829883339e-13  3.0711202645e-03  1.4053569327e-01
1.7600000000e+00  1.1160597411e-01  1.1160597411e-01  1.0859811781e-01  3.1695479574e-13  3.0078562958e-03  1.3952314789e-01
1.7700000000e+00  1.1551720906e-01  1.1551720906e-01  1.1257538865e-01  2.9520830225e-13  2.9418204122e-03  1.3857393959e-01
1.7800000000e+00  1.1929207301e-01  1.1929207301e-01  1.1641900299e-01  2.7301771954e-13  2.8730700249e-03  1.3768744598e-01
1.7900000000e+00  1.2292768998e-01  1.2292768998e-01  1.2012602598e-01  2.5042468099e-13  2.8016640050e-03  1.3686282958e-01
1.8000000000e+00  1.2642133738e-01  1.2642133738e-01  1.2369367462e-01  2.2751245332e-13  2.7276627552e-03  1.3609904356e-01
1.8100000000e+00  1.2977044774e-01  1.2977044774e-01  1.2711931946e-01  2.0414225865e-13  2.6511282874e-03  1.3539483838e-01
1.8200000000e+00  1.3297261033e-01  1.3297261033e-01  1.3040048602e-01  1.8052226380e-13  2.5721243069e-03  1.3474876905e-01
1.8300000000e+00  1.3602557251e-01  1.3602557251e-01  1.3353485622e-01  1.5662471320e-13  2.4907162991e-03  1.3415920307e-01
1.8400000000e+00  1.3892724109e-01  1.3892724109e-01  1.3652026947e-01  1.3239409569e-13  2.4069716199e-03  1.3362432906e-01
1.8500000000e+00  1.4167568330e-01  1.4167568330e-01  1.3935472372e-01  1.0791367799e-13  2.3209595851e-03  1.3314216582e-01
1.8600000000e+00  1.4426912784e-01  1.4426912784e-01  1.4203637628e-01  8.3211215696e-14  2.2327515600e-03  1.3271057211e-01
1.8700000000e+00  1.4670596556e-01  1.4670596556e-01  1.4456354451e-01  5.8286708793e-14  2.1424210457e-03  1.3232725681e-01
1.8800000000e+00  1.4898475009e-01  1.4898475009e-01  1.4693470633e-01  3.3167912861e-14  2.0500437611e-03  1.3198978950e-01
1.8900000000e+00  1.5110419832e-01  1.5110419832e-01  1.4914850060e-01  7.9103390505e-15  1.9556977197e-03  1.3169561159e-01
1.9000000000e+00  1.5306319060e-01  1.5306319060e-01  1.5120372730e-01  1.7430501487e-14  1.8594632985e-03  1.3144204759e-01
1.9100000000e+00  1.5486077093e-01  1.5486077093e-01  1.5309934764e-01  4.2854608751e-14  1.7614232993e-03  1.3122631688e-01
1.9200000000e+00  1.5649614689e-01  1.5649614689e-01  1.5483448389e-01  6.8334227166e-14  1.6616629989e-03  1.3104554561e-01
1.9300000000e+00  1.5796868941e-01  1.5796868941e-01  1.5640841922e-01  9.3869356732e-14  1.5602701895e-03  1.3089677884e-01
1.9400000000e+00  1.5927793244e-01  1.5927793244e-01  1.5782059724e-01  1.1945999745e-13  1.4573352061e-03  1.3077699284e-01
