# t   theta_analytical   theta   omega   theta_errors   omega_errors   energy
7.0000000000e+00  1.5219833107e+00  1.5229852200e+00  -1.2646121524e+00  1.0019093508e-03  5.4986322730e-04  1.9593639382e+00
7.0100000000e+00  1.5092599584e+00  1.5102673071e+00  -1.2789517629e+00  1.0073487492e-03  5.3827363161e-04  1.9583124754e+00
7.0200000000e+00  1.4963938792e+00  1.4974065592e+00  -1.2931790339e+00  1.0126800490e-03  5.2825160262e-04  1.9572692086e+00
7.0300000000e+00  1.4833861842e+00  1.4844041034e+00  -1.3072932263e+00  1.0179191640e-03  5.1984429809e-04  1.9562355609e+00
7.0400000000e+00  1.4702379916e+00  1.4712610741e+00  -1.3212935992e+00  1.0230824656e-03  5.1309609551e-04  1.9552129617e+00
7.0500000000e+00  1.4569504265e+00  1.4579786133e+00  -1.3351794088e+00  1.0281867547e-03  5.0804845097e-04  1.9542028452e+00
7.0600000000e+00  1.4435246210e+00  1.4445578703e+00  -1.3489499084e+00  1.0332492315e-03  5.0473976368e-04  1.9532066479e+00
7.0700000000e+00  1.4299617145e+00  1.4310000020e+00  -1.3626043477e+00  1.0382874643e-03  5.0320524621e-04  1.9522258070e+00
7.0800000000e+00  1.4162628533e+00  1.4173061727e+00  -1.3761419727e+00  1.0433193570e-03  5.0347680110e-04  1.9512617581e+00
7.0900000000e+00  1.4024291913e+00  1.4034775544e+00  -1.3895620251e+00  1.0483631158e-03  5.0558290385e-04  1.9503159336e+00
7.1000000000e+00  1.3884618894e+00  1.3895153267e+00  -1.4028637419e+00  1.0534372138e-03  5.0954849285e-04  1.9493897607e+00
7.1100000000e+00  1.3743621162e+00  1.3754206766e+00  -1.4160463554e+00  1.0585603554e-03  5.1539486633e-04  1.9484846590e+00
7.1200000000e+00  1.3601310477e+00  1.3611947991e+00  -1.4291090921e+00  1.0637514394e-03  5.2313958675e-04  1.9476020391e+00
7.1300000000e+00  1.3457698674e+00  1.3468388969e+00  -1.4420511732e+00  1.0690295212e-03  5.3279639282e-04  1.9467433002e+00
7.1400000000e+00  1.3312797667e+00  1.3323541805e+00  -1.4548718137e+00  1.0744137741e-03  5.4437511941e-04  1.9459098283e+00
7.1500000000e+00  1.3166619446e+00  1.3177418681e+00  -1.4675702224e+00  1.0799234500e-03  5.5788162554e-04  1.9451029943e+00
7.1600000000e+00  1.3019176083e+00  1.3030031861e+00  -1.4801456012e+00  1.0855778391e-03  5.7331773076e-04  1.9443241519e+00
7.1700000000e+00  1.2870479726e+00  1.2881393689e+00  -1.4925971454e+00  1.0913962294e-03  5.9068115999e-04  1.9435746360e+00
7.1800000000e+00  1.2720542608e+00  1.2731516587e+00  -1.5049240428e+00  1.0973978657e-03  6.0996549705e-04  1.9428557604e+00
7.1900000000e+00  1.2569377043e+00  1.2580413062e+00  -1.5171254740e+00  1.1036019076e-03  6.3116014706e-04  1.9421688160e+00
7.2000000000e+00  1.2416995428e+00  1.2428095702e+00  -1.5292006115e+00  1.1100273875e-03  6.5425030780e-04  1.9415150691e+00
7.2100000000e+00  1.2263410246e+00  1.2274577178e+00  -1.5411486202e+00  1.1166931691e-03  6.7921695018e-04  1.9408957593e+00
7.2200000000e+00  1.2108634065e+00  1.2119870244e+00  -1.5529686566e+00  1.1236179044e-03  7.0603680790e-04  1.9403120979e+00
7.2300000000e+00  1.1952679540e+00  1.1963987740e+00  -1.5646598689e+00  1.1308199915e-03  7.3468237636e-04  1.9397652659e+00
7.2400000000e+00  1.1795559417e+00  1.1806942593e+00  -1.5762213965e+00  1.1383175323e-03  7.6512192098e-04  1.9392564123e+00
7.2500000000e+00  1.1637286530e+00  1.1648747813e+00  -1.5876523702e+00  1.1461282904e-03  7.9731949477e-04  1.9387866524e+00
7.2600000000e+00  1.1477873803e+00  1.1489416500e+00  -1.5989519119e+00  1.1542696490e-03  8.3123496545e-04  1.9383570659e+00
7.2700000000e+00  1.1317334255e+00  1.1328961841e+00  -1.6101191343e+00  1.1627585689e-03  8.6682405177e-04  1.9379686953e+00
7.2800000000e+00  1.1155680998e+00  1.1167397113e+00  -1.6211531409e+00  1.1716115479e-03  9.0403836938e-04  1.9376225446e+00
7.2900000000e+00  1.0992927238e+00  1.1004735684e+00  -1.6320530258e+00  1.1808445794e-03  9.4282548590e-04  1.9373195768e+00
7.3000000000e+00  1.0829086278e+00  1.0840991009e+00  -1.6428178737e+00  1.1904731127e-03  9.8312898531e-04  1.9370607135e+00
7.3100000000e+00  1.0664171521e+00  1.0676176641e+00  -1.6534467598e+00  1.2005120131e-03  1.0248885415e-03  1.9368468322e+00
7.3200000000e+00  1.0498196465e+00  1.0510306221e+00  -1.6639387497e+00  1.2109755236e-03  1.0680400008e-03  1.9366787656e+00
7.3300000000e+00  1.0331174713e+00  1.0343393486e+00  -1.6742928992e+00  1.2218772269e-03  1.1125154738e-03  1.9365573002e+00
7.3400000000e+00  1.0163119967e+00  1.0175452267e+00  -1.6845082546e+00  1.2332300084e-03  1.1582434353e-03  1.9364831741e+00
7.3500000000e+00  9.9940460331e-01  1.0006496493e+00  -1.6945838522e+00  1.2450460207e-03  1.2051488339e-03  1.9364570765e+00
7.3600000000e+00  9.8239668214e-01  9.8365401879e-01  -1.7045187190e+00  1.2573366487e-03  1.2531532089e-03  1.9364796461e+00
7.3700000000e+00  9.6528963485e-01  9.6655974733e-01  -1.7143118720e+00  1.2701124760e-03  1.3021748164e-03  1.9365514698e+00
7.3800000000e+00  9.4808487378e-01  9.4936825704e-01  -1.7239623185e+00  1.2833832532e-03  1.3521287629e-03  1.9366730816e+00
7.3900000000e+00  9.3078382212e-01  9.3208097998e-01  -1.7334690564e+00  1.2971578664e-03  1.4029271467e-03  1.9368449613e+00
7.4000000000e+00  9.1338791400e-01  9.1469935831e-01  -1.7428310738e+00  1.3114443087e-03  1.4544792073e-03  1.9370675340e+00
7.4100000000e+00  8.9589859466e-01  8.9722484431e-01  -1.7520473496e+00  1.3262496516e-03  1.5066914816e-03  1.9373411682e+00
7.4200000000e+00  8.7831732054e-01  8.7965890056e-01  -1.7611168531e+00  1.3415800193e-03  1.5594679669e-03  1.9376661758e+00
7.4300000000e+00  8.6064555939e-01  8.6200299996e-01  -1.7700385445e+00  1.3574405639e-03  1.6127102912e-03  1.9380428105e+00
7.4400000000e+00  8.4288479043e-01  8.4425862587e-01  -1.7788113748e+00  1.3738354429e-03  1.6663178891e-03  1.9384712673e+00
7.4500000000e+00  8.2503650439e-01  8.2642727219e-01  -1.7874342862e+00  1.3907677976e-03  1.7201881844e-03  1.9389516819e+00
7.4600000000e+00  8.0710220369e-01  8.0851044343e-01  -1.7959062121e+00  1.4082397344e-03  1.7742167774e-03  1.9394841298e+00
7.4700000000e+00  7.8908340251e-01  7.9050965481e-01  -1.8042260771e+00  1.4262523075e-03  1.8282976386e-03  1.9400686259e+00
7.4800000000e+00  7.7098162686e-01  7.7242643237e-01  -1.8123927979e+00  1.4448055033e-03  1.8823233058e-03  1.9407051236e+00
7.4900000000e+00  7.5279841475e-01  7.5426231298e-01  -1.8204052826e+00  1.4638982275e-03  1.9361850873e-03  1.9413935149e+00
7.5000000000e+00  7.3453531620e-01  7.3601884450e-01  -1.8282624319e+00  1.4835282932e-03  1.9897732678e-03  1.9421336296e+00
7.5100000000e+00  7.1619389340e-01  7.1769758581e-01  -1.8359631385e+00  1.5036924124e-03  2.0429773186e-03  1.9429252353e+00
7.5200000000e+00  6.9777572073e-01  6.9930010692e-01  -1.8435062881e+00  1.5243861887e-03  2.0956861104e-03  1.9437680370e+00
7.5300000000e+00  6.7928238487e-01  6.8082798898e-01  -1.8508907594e+00  1.5456041121e-03  2.1477881302e-03  1.9446616769e+00
7.5400000000e+00  6.6071548486e-01  6.6228282442e-01  -1.8581154242e+00  1.5673395565e-03  2.1991716984e-03  1.9456057346e+00
7.5500000000e+00  6.4207663218e-01  6.4366621696e-01  -1.8651791483e+00  1.5895847791e-03  2.2497251896e-03  1.9465997270e+00
7.5600000000e+00  6.2336745080e-01  6.2497978172e-01  -1.8720807914e+00  1.6123309221e-03  2.2993372537e-03  1.9476431085e+00
7.5700000000e+00  6.0458957721e-01  6.0622514522e-01  -1.8788192077e+00  1.6355680165e-03  2.3478970384e-03  1.9487352709e+00
7.5800000000e+00  5.8574466050e-01  5.8740394549e-01  -1.8853932462e+00  1.6592849881e-03  2.3952944116e-03  1.9498755440e+00
7.5900000000e+00  5.6683436241e-01  5.6851783208e-01  -1.8918017514e+00  1.6834696659e-03  2.4414201843e-03  1.9510631959e+00
7.6000000000e+00  5.4786035732e-01  5.4956846611e-01  -1.8980435633e+00  1.7081087929e-03  2.4861663326e-03  1.9522974335e+00
7.6100000000e+00  5.2882433230e-01  5.3055752034e-01  -1.9041175182e+00  1.7331880382e-03  2.5294262185e-03  1.9535774028e+00
7.6200000000e+00  5.0972798714e-01  5.1148667916e-01  -1.9100224492e+00  1.7586920127e-03  2.5710948098e-03  1.9549021897e+00
7.6300000000e+00  4.9057303438e-01  4.9235763866e-01  -1.9157571865e+00  1.7846042858e-03  2.6110688969e-03  1.9562708209e+00
7.6400000000e+00  4.7136119924e-01  4.7317210665e-01  -1.9213205579e+00  1.8109074048e-03  2.6492473085e-03  1.9576822643e+00
7.6500000000e+00  4.5209421972e-01  4.5393180264e-01  -1.9267113896e+00  1.8375829164e-03  2.6855311228e-03  1.9591354302e+00
7.6600000000e+00  4.3277384651e-01  4.3463845790e-01  -1.9319285068e+00  1.8646113901e-03  2.7198238766e-03  1.9606291722e+00
7.6700000000e+00  4.1340184303e-01  4.1529381547e-01  -1.9369707337e+00  1.8919724441e-03  2.7520317692e-03  1.9621622881e+00
7.6800000000e+00  3.9397998534e-01  3.9589963012e-01  -1.9418368947e+00  1.9196447725e-03  2.7820638628e-03  1.9637335214e+00
7.6900000000e+00  3.7451006220e-01  3.7645766838e-01  -1.9465258149e+00  1.9476061754e-03  2.8098322780e-03  1.9653415621e+00
7.7000000000e+00  3.5499387494e-01  3.5696970853e-01  -1.9510363205e+00  1.9758335900e-03  2.8352523827e-03  1.9669850484e+00
7.7100000000e+00  3.3543323747e-01  3.3743754059e-01  -1.9553672397e+00  2.0043031243e-03  2.8582429772e-03  1.9686625680e+00
7.7200000000e+00  3.1582997617e-01  3.1786296626e-01  -1.9595174032e+00  2.0329900921e-03  2.8787264713e-03  1.9703726594e+00
7.7300000000e+00  2.9618592988e-01  2.9824779893e-01  -1.9634856449e+00  2.0618690502e-03  2.8966290558e-03  1.9721138136e+00
7.7400000000e+00  2.7650294980e-01  2.7859386364e-01  -1.9672708027e+00  2.0909138368e-03  2.9118808665e-03  1.9738844760e+00
7.7500000000e+00  2.5678289940e-01  2.5890299702e-01  -1.9708717192e+00  2.1200976120e-03  2.9244161408e-03  1.9756830476e+00
7.7600000000e+00  2.3702765434e-01  2.3917704724e-01  -1.9742872423e+00  2.1493928990e-03  2.9341733666e-03  1.9775078875e+00
7.7700000000e+00  2.1723910234e-01  2.1941787397e-01  -1.9775162261e+00  2.1787716282e-03  2.9410954228e-03  1.9793573139e+00
7.7800000000e+00  1.9741914313e-01  1.9962734831e-01  -1.9805575316e+00  2.2082051811e-03  2.9451297113e-03  1.9812296071e+00
7.7900000000e+00  1.7756968827e-01  1.7980735270e-01  -1.9834100275e+00  2.2376644362e-03  2.9462282800e-03  1.9831230106e+00
7.8000000000e+00  1.5769266105e-01  1.5995978087e-01  -1.9860725909e+00  2.2671198164e-03  2.9443479369e-03  1.9850357339e+00
7.8100000000e+00  1.3778999637e-01  1.4008653771e-01  -1.9885441082e+00  2.2965413369e-03  2.9394503541e-03  1.9869659542e+00
7.8200000000e+00  1.1786364055e-01  1.2018953921e-01  -1.9908234760e+00  2.3258986542e-03  2.9315021627e-03  1.9889118190e+00
7.8300000000e+00  9.7915551213e-02  1.0027071233e-01  -1.9929096017e+00  2.3551611165e-03  2.9204750370e-03  1.9908714482e+00
7.8400000000e+00  7.7947697101e-02  8.0331994915e-02  -1.9948014045e+00  2.3842978139e-03  2.9063457687e-03  1.9928429364e+00
7.8500000000e+00  5.7962057913e-02  6.0375335544e-02  -1.9964978162e+00  2.4132776307e-03  2.8890963306e-03  1.9948243557e+00
7.8600000000e+00  3.7960624115e-02  4.0402693411e-02  -1.9979977822e+00  2.4420692967e-03  2.8687139296e-03  1.9968137577e+00
7.8700000000e+00  1.7945396748e-02  2.0416038189e-02  -1.9993002621e+00  2.4706414404e-03  2.8451910488e-03  1.9988091763e+00
7.8800000000e+00  -2.0816127664e-03  4.1734987513e-04  -2.0004042308e+00  2.4989626415e-03  2.8185254785e-03  2.0008086305e+00
7.8900000000e+00  -2.2118382843e-02  -1.9591381359e-02  -2.0013086794e+00  2.5270014842e-03  2.7887203362e-03  2.0028101263e+00
7.9000000000e+00  -4.2162881949e-02  -3.9608155338e-02  -2.0020126160e+00  2.5547266106e-03  2.7557840753e-03  2.0048116603e+00
7.9100000000e+00  -6.2213068831e-02  -5.9630962057e-02  -2.0025150666e+00  2.5821067740e-03  2.7197304826e-03  2.0068112218e+00
7.9200000000e+00  -8.2266892757e-02  -7.9657781864e-02  -2.0028150761e+00  2.6091108922e-03  2.6805786643e-03  2.0088067956e+00
7.9300000000e+00  -1.0232229376e-01  -9.9686585655e-02  -2.0029117091e+00  2.6357081006e-03  2.6383530211e-03  2.0107963648e+00
7.9400000000e+00  -1.2237720288e-01  -1.1971533507e-01  -2.0028040510e+00  2.6618678048e-03  2.5930832111e-03  2.0127779140e+00
7.9500000000e+00  -1.4242954246e-01  -1.3974198272e-01  -2.0024912087e+00  2.6875597333e-03  2.5448041025e-03  2.0147494314e+00
7.9600000000e+00  -1.6247722639e-01  -1.5976447240e-01  -2.0019723119e+00  2.7127539887e-03  2.4935557142e-03  2.0167089122e+00
7.9700000000e+00  -1.8251816039e-01  -1.7978073929e-01  -2.0012465136e+00  2.7374210997e-03  2.4393831459e-03  2.0186543611e+00
7.9800000000e+00  -2.0255024232e-01  -1.9978871025e-01  -2.0003129911e+00  2.7615320708e-03  2.3823364966e-03  2.0205837956e+00
7.9900000000e+00  -2.2257136247e-01  -2.1978630404e-01  -1.9991709474e+00  2.7850584322e-03  2.3224707729e-03  2.0224952482e+00
8.0000000000e+00  -2.4257940384e-01  -2.3977143156e-01  -1.9978196115e+00  2.8079722882e-03  2.2598457857e-03  2.0243867698e+00
8.0100000000e+00  -2.6257224251e-01  -2.5974199614e-01  -1.9962582398e+00  2.8302463649e-03  2.1945260379e-03  2.0262564322e+00
8.0200000000e+00  -2.8254774790e-01  -2.7969589384e-01  -1.9944861167e+00  2.8518540562e-03  2.1265806000e-03  2.0281023314e+00
8.0300000000e+00  -3.0250378315e-01  -2.9963101368e-01  -1.9925025559e+00  2.8727694691e-03  2.0560829773e-03  2.0299225899e+00
8.0400000000e+00  -3.2243820545e-01  -3.1954523798e-01  -1.9903069009e+00  2.8929674673e-03  1.9831109664e-03  2.0317153595e+00
8.0500000000e+00  -3.4234886635e-01  -3.3943644263e-01  -1.9878985262e+00  2.9124237132e-03  1.9077465028e-03  2.0334788246e+00
8.0600000000e+00  -3.6223361216e-01  -3.5930249745e-01  -1.9852768382e+00  2.9311147085e-03  1.8300754990e-03  2.0352112045e+00
8.0700000000e+00  -3.8209028431e-01  -3.7914126648e-01  -1.9824412759e+00  2.9490178333e-03  1.7501876742e-03  2.0369107561e+00
8.0800000000e+00  -4.0191671968e-01  -3.9895060830e-01  -1.9793913119e+00  2.9661113833e-03  1.6681763758e-03  2.0385757767e+00
8.0900000000e+00  -4.2171075100e-01  -4.1872837640e-01  -1.9761264535e+00  2.9823746049e-03  1.5841383922e-03  2.0402046067e+00
8.1000000000e+00  -4.4147020725e-01  -4.3847241952e-01  -1.9726462433e+00  2.9977877287e-03  1.4981737589e-03  2.0417956319e+00
8.1100000000e+00  -4.6119291402e-01  -4.5818058202e-01  -1.9689502599e+00  3.0123320012e-03  1.4103855570e-03  2.0433472859e+00
8.1200000000e+00  -4.8087669391e-01  -4.7785070419e-01  -1.9650381195e+00  3.0259897140e-03  1.3208797051e-03  2.0448580532e+00
8.1300000000e+00  -5.0051936695e-01  -4.9748062272e-01  -1.9609094756e+00  3.0387442313e-03  1.2297647453e-03  2.0463264708e+00
8.1400000000e+00  -5.2011875101e-01  -5.1706817100e-01  -1.9565640210e+00  3.0505800148e-03  1.1371516233e-03  2.0477511309e+00
8.1500000000e+00  -5.3967266219e-01  -5.3661117954e-01  -1.9520014876e+00  3.0614826468e-03  1.0431534634e-03  2.0491306829e+00
8.1600000000e+00  -5.5917891524e-01  -5.5610747639e-01  -1.9472216480e+00  3.0714388507e-03  9.4788533875e-04  2.0504638358e+00
8.1700000000e+00  -5.7863532403e-01  -5.7555488752e-01  -1.9422243155e+00  3.0804365095e-03  8.5146403775e-04  2.0517493601e+00
8.1800000000e+00  -5.9803970192e-01  -5.9495123724e-01  -1.9370093455e+00  3.0884646816e-03  7.5400782674e-04  2.0529860895e+00
8.1900000000e+00  -6.1738986224e-01  -6.1429434863e-01  -1.9315766358e+00  3.0955136145e-03  6.5563620971e-04  2.0541729234e+00
8.2000000000e+00  -6.3668361871e-01  -6.3358204396e-01  -1.9259261278e+00  3.1015747560e-03  5.5646968563e-04  2.0553088280e+00
8.2100000000e+00  -6.5591878589e-01  -6.5281214513e-01  -1.9200578063e+00  3.1066407627e-03  4.5662950394e-04  2.0563928382e+00
8.2200000000e+00  -6.7509317964e-01  -6.7198247413e-01  -1.9139717011e+00  3.1107055064e-03  3.5623741881e-04  2.0574240591e+00
8.2300000000e+00  -6.9420461753e-01  -6.9109085345e-01  -1.9076678872e+00  3.1137640781e-03  2.5541544270e-04  2.0584016677e+00
8.2400000000e+00  -7.1325091937e-01  -7.1013510658e-01  -1.9011464852e+00  3.1158127890e-03  1.5428559990e-04  2.0593249139e+00
8.2500000000e+00  -7.3222990759e-01  -7.2911305842e-01  -1.8944076623e+00  3.1168491699e-03  5.2969680556e-05  2.0601931215e+00
8.2600000000e+00  -7.5113940776e-01  -7.4802253579e-01  -1.8874516327e+00  3.1168719668e-03  4.8411004110e-05  2.0610056900e+00
8.2700000000e+00  -7.6997724905e-01  -7.6686136791e-01  -1.8802786580e+00  3.1158811360e-03  1.4973586493e-04  2.0617620947e+00
8.2800000000e+00  -7.8874126467e-01  -7.8562738683e-01  -1.8728890479e+00  3.1138778345e-03  2.5088527556e-04  2.0624618883e+00
8.2900000000e+00  -8.0742929235e-01  -8.0431842794e-01  -1.8652831602e+00  3.1108644102e-03  3.5174081039e-04  2.0631047007e+00
8.3000000000e+00  -8.2603917485e-01  -8.2293233046e-01  -1.8574614021e+00  3.1068443880e-03  4.5218547891e-04  2.0636902405e+00
8.3100000000e+00  -8.4456876039e-01  -8.4146693793e-01  -1.8494242298e+00  3.1018224548e-03  5.5210395612e-04  2.0642182946e+00
8.3200000000e+00  -8.6301590313e-01  -8.5992009869e-01  -1.8411721490e+00  3.0958044412e-03  6.5138280823e-04  2.0646887292e+00
8.3300000000e+00  -8.8137846370e-01  -8.7828966640e-01  -1.8327057157e+00  3.0887973021e-03  7.4991071326e-04  2.0651014892e+00
8.3400000000e+00  -8.9965430961e-01  -8.9657350051e-01  -1.8240255360e+00  3.0808090937e-03  8.4757867593e-04  2.0654565988e+00
8.3500000000e+00  -9.1784131576e-01  -9.1476946681e-01  -1.8151322665e+00  3.0718489502e-03  9.4428023627e-04  2.0657541611e+00
8.3600000000e+00  -9.3593736495e-01  -9.3287543790e-01  -1.8060266147e+00  3.0619270564e-03  1.0399116716e-03  2.0659943579e+00
8.3700000000e+00  -9.5394034831e-01  -9.5088929369e-01  -1.7967093391e+00  3.0510546202e-03  1.1343721910e-03  2.0661774491e+00
8.3800000000e+00  -9.7184816580e-01  -9.6880892196e-01  -1.7871812492e+00  3.0392438416e-03  1.2275641228e-03  2.0663037723e+00
8.3900000000e+00  -9.8965872670e-01  -9.8663221882e-01  -1.7774432057e+00  3.0265078813e-03  1.3193930926e-03  2.0663737423e+00
8.4000000000e+00  -1.0073699501e+00  -1.0043570893e+00  -1.7674961207e+00  3.0128608264e-03  1.4097681943e-03  2.0663878497e+00
8.4100000000e+00  -1.0249797653e+00  -1.0219814476e+00  -1.7573409578e+00  2.9983176550e-03  1.4986021509e-03  2.0663466606e+00
8.4200000000e+00  -1.0424861124e+00  -1.0395032182e+00  -1.7469787317e+00  2.9828941993e-03  1.5858114665e-03  2.0662508148e+00
8.4300000000e+00  -1.0598869427e+00  -1.0569203356e+00  -1.7364105086e+00  2.9666071068e-03  1.6713165683e-03  2.0661010251e+00
8.4400000000e+00  -1.0771802192e+00  -1.0742307454e+00  -1.7256374060e+00  2.9494738008e-03  1.7550419389e-03  2.0658980757e+00
8.4500000000e+00  -1.0943639171e+00  -1.0914324047e+00  -1.7146605924e+00  2.9315124388e-03  1.8369162375e-03  2.0656428206e+00
8.4600000000e+00  -1.1114360242e+00  -1.1085232823e+00  -1.7034812875e+00  2.9127418703e-03  1.9168724115e-03  2.0653361821e+00
8.4700000000e+00  -1.1283945413e+00  -1.1255013597e+00  -1.6921007615e+00  2.8931815937e-03  1.9948477960e-03  2.0649791489e+00
8.4800000000e+00  -1.1452374829e+00  -1.1423646312e+00  -1.6805203355e+00  2.8728517115e-03  2.0707842031e-03  2.0645727743e+00
8.4900000000e+00  -1.1619628775e+00  -1.1591111046e+00  -1.6687413807e+00  2.8517728855e-03  2.1446279996e-03  2.0641181744e+00
8.5000000000e+00  -1.1785687681e+00  -1.1757388018e+00  -1.6567653185e+00  2.8299662907e-03  2.2163301726e-03  2.0636165253e+00
8.5100000000e+00  -1.1950532124e+00  -1.1922457589e+00  -1.6445936196e+00  2.8074535691e-03  2.2858463847e-03  2.0630690616e+00
8.5200000000e+00  -1.2114142839e+00  -1.2086300271e+00  -1.6322278043e+00  2.7842567822e-03  2.3531370163e-03  2.0624770738e+00
8.5300000000e+00  -1.2276500715e+00  -1.2248896731e+00  -1.6196694415e+00  2.7603983641e-03  2.4181671968e-03  2.0618419056e+00
8.5400000000e+00  -1.2437586806e+00  -1.2410227795e+00  -1.6069201487e+00  2.7359010739e-03  2.4809068238e-03  2.0611649518e+00
8.5500000000e+00  -1.2597382332e+00  -1.2570274452e+00  -1.5939815911e+00  2.7107879478e-03  2.5413305706e-03  2.0604476553e+00
8.5600000000e+00  -1.2755868684e+00  -1.2729017861e+00  -1.5808554811e+00  2.6850822512e-03  2.5994178816e-03  2.0596915046e+00
8.5700000000e+00  -1.2913027430e+00  -1.2886439355e+00  -1.5675435781e+00  2.6588074315e-03  2.6551529564e-03  2.0588980309e+00
8.5800000000e+00  -1.3068840315e+00  -1.3042520444e+00  -1.5540476875e+00  2.6319870703e-03  2.7085247218e-03  2.0580688052e+00
8.5900000000e+00  -1.3223289270e+00  -1.3197242821e+00  -1.5403696602e+00  2.6046448365e-03  2.7595267931e-03  2.0572054355e+00
8.6000000000e+00  -1.3376356412e+00  -1.3350588368e+00  -1.5265113918e+00  2.5768044397e-03  2.8081574229e-03  2.0563095636e+00
8.6100000000e+00  -1.3528024052e+00  -1.3502539156e+00  -1.5124748221e+00  2.5484895839e-03  2.8544194398e-03  2.0553828621e+00
8.6200000000e+00  -1.3678274694e+00  -1.3653077455e+00  -1.4982619341e+00  2.5197239224e-03  2.8983201758e-03  2.0544270316e+00
8.6300000000e+00  -1.3827091044e+00  -1.3802185733e+00  -1.4838747533e+00  2.4905310127e-03  2.9398713826e-03  2.0534437969e+00
8.6400000000e+00  -1.3974456008e+00  -1.3949846665e+00  -1.4693153470e+00  2.4609342733e-03  2.9790891385e-03  2.0524349044e+00
8.6500000000e+00  -1.4120352702e+00  -1.4096043132e+00  -1.4545858232e+00  2.4309569409e-03  3.0159937440e-03  2.0514021185e+00
8.6600000000e+00  -1.4264764451e+00  -1.4240758231e+00  -1.4396883299e+00  2.4006220280e-03  3.0506096086e-03  2.0503472186e+00
8.6700000000e+00  -1.4407674795e+00  -1.4383975272e+00  -1.4246250542e+00  2.3699522836e-03  3.0829651277e-03  2.0492719956e+00
8.6800000000e+00  -1.4549067491e+00  -1.4525677789e+00  -1.4093982210e+00  2.3389701529e-03  3.1130925506e-03  2.0481782489e+00
8.6900000000e+00  -1.4688926517e+00  -1.4665849540e+00  -1.3940100927e+00  2.3076977401e-03  3.1410278402e-03  2.0470677829e+00
8.7000000000e+00  -1.4827236076e+00  -1.4804474508e+00  -1.3784629676e+00  2.2761567718e-03  3.1668105238e-03  2.0459424038e+00
8.7100000000e+00  -1.4963980597e+00  -1.4941536911e+00  -1.3627591789e+00  2.2443685622e-03  3.1904835370e-03  2.0448039162e+00
8.7200000000e+00  -1.5099144740e+00  -1.5077021201e+00  -1.3469010942e+00  2.2123539797e-03  3.2120930596e-03  2.0436541202e+00
8.7300000000e+00  -1.5232713401e+00  -1.5210912067e+00  -1.3308911138e+00  2.1801334155e-03  3.2316883455e-03  2.0424948079e+00
8.7400000000e+00  -1.5364671709e+00  -1.5343194441e+00  -1.3147316698e+00  2.1477267534e-03  3.2493215457e-03  2.0413277601e+00
8.7500000000e+00  -1.5495005034e+00  -1.5473853501e+00  -1.2984252252e+00  2.1151533422e-03  3.2650475260e-03  2.0401547435e+00
8.7600000000e+00  -1.5623698989e+00  -1.5602874669e+00  -1.2819742725e+00  2.0824319692e-03  3.2789236789e-03  2.0389775074e+00
8.7700000000e+00  -1.5750739431e+00  -1.5730243622e+00  -1.2653813326e+00  2.0495808359e-03  3.2910097320e-03  2.0377977805e+00
8.7800000000e+00  -1.5876112463e+00  -1.5855946288e+00  -1.2486489537e+00  2.0166175356e-03  3.3013675508e-03  2.0366172682e+00
8.7900000000e+00  -1.5999804441e+00  -1.5979968851e+00  -1.2317797100e+00  1.9835590332e-03  3.3100609394e-03  2.0354376494e+00
8.8000000000e+00  -1.6121801971e+00  -1.6102297754e+00  -1.2147762007e+00  1.9504216466e-03  3.3171554373e-03  2.0342605738e+00
8.8100000000e+00  -1.6242091913e+00  -1.6222919703e+00  -1.1976410485e+00  1.9172210306e-03  3.3227181142e-03  2.0330876590e+00
8.8200000000e+00  -1.6360661386e+00  -1.6341821664e+00  -1.1803768986e+00  1.8839721625e-03  3.3268173630e-03  2.0319204878e+00
8.8300000000e+00  -1.6477497765e+00  -1.6458990871e+00  -1.1629864172e+00  1.8506893299e-03  3.3295226919e-03  2.0307606058e+00
8.8400000000e+00  -1.6592588687e+00  -1.6574414826e+00  -1.1454722905e+00  1.8173861205e-03  3.3309045150e-03  2.0296095182e+00
8.8500000000e+00  -1.6705922052e+00  -1.6688081298e+00  -1.1278372234e+00  1.7840754143e-03  3.3310339440e-03  2.0284686883e+00
8.8600000000e+00  -1.6817486024e+00  -1.6799978330e+00  -1.1100839382e+00  1.7507693776e-03  3.3299825796e-03  2.0273395344e+00
8.8700000000e+00  -1.6927269031e+00  -1.6910094236e+00  -1.0922151732e+00  1.7174794591e-03  3.3278223045e-03  2.0262234277e+00
8.8800000000e+00  -1.7035259771e+00  -1.7018417607e+00  -1.0742336816e+00  1.6842163880e-03  3.3246250782e-03  2.0251216906e+00
8.8900000000e+00  -1.7141447209e+00  -1.7124937307e+00  -1.0561422303e+00  1.6509901745e-03  3.3204627334e-03  2.0240355942e+00
8.9000000000e+00  -1.7245820582e+00  -1.7229642480e+00  -1.0379435981e+00  1.6178101120e-03  3.3154067760e-03  2.0229663564e+00
8.9100000000e+00  -1.7348369395e+00  -1.7332522547e+00  -1.0196405752e+00  1.5846847810e-03  3.3095281880e-03  2.0219151406e+00
8.9200000000e+00  -1.7449083430e+00  -1.7433567209e+00  -1.0012359615e+00  1.5516220560e-03  3.3028972346e-03  2.0208830534e+00
