# t   theta_analytical   theta   omega   theta_errors   omega_errors   energy
0.0000000000e+00  3.0000000000e-01  3.0000000000e-01  -8.0000000000e-01  0.0000000000e+00  0.0000000000e+00  7.5814904168e-01
1.0000000000e-03  2.9919909023e-01  2.9919911214e-01  -8.0177405840e-01  2.1904763225e-08  4.3740954497e-05  7.5725105140e-01
2.0000000000e-03  2.9839636787e-01  2.9839645521e-01  -8.0353812415e-01  8.7344970590e-08  8.7071094221e-05  7.5634908964e-01
3.0000000000e-03  2.9759184331e-01  2.9759203922e-01  -8.0529219284e-01  1.9591042755e-07  1.2999166205e-04  7.5544317016e-01
4.0000000000e-03  2.9678552697e-01  2.9678587416e-01  -8.0703626017e-01  3.4719218950e-07  1.7250391484e-04  7.5453330686e-01
5.0000000000e-03  2.9597742925e-01  2.9597797004e-01  -8.0877032192e-01  5.4078257566e-07  2.1460912323e-04  7.5361951380e-01
6.0000000000e-03  2.9516756058e-01  2.9516833685e-01  -8.1049437394e-01  7.7627518247e-07  2.5630857152e-04  7.5270180521e-01
7.0000000000e-03  2.9435593136e-01  2.9435698463e-01  -8.1220841221e-01  1.0532648978e-06  2.9760355750e-04  7.5178019545e-01
8.0000000000e-03  2.9354255202e-01  2.9354392337e-01  -8.1391243279e-01  1.3713479136e-06  3.3849539225e-04  7.5085469906e-01
9.0000000000e-03  2.9272743298e-01  2.9272916310e-01  -8.1560643182e-01  1.7301217399e-06  3.7898540004e-04  7.4992533072e-01
1.0000000000e-02  2.9191058466e-01  2.9191271385e-01  -8.1729040554e-01  2.1291852170e-06  4.1907491812e-04  7.4899210525e-01
1.1000000000e-02  2.9109201750e-01  2.9109458563e-01  -8.1896435029e-01  2.5681385294e-06  4.5876529659e-04  7.4805503764e-01
1.2000000000e-02  2.9027174191e-01  2.9027478849e-01  -8.2062826250e-01  3.0465832178e-06  4.9805789820e-04  7.4711414302e-01
1.3000000000e-02  2.8944976833e-01  2.8945333245e-01  -8.2228213869e-01  3.5641221918e-06  5.3695409822e-04  7.4616943667e-01
1.4000000000e-02  2.8862610720e-01  2.8863022756e-01  -8.2392597546e-01  4.1203597428e-06  5.7545528426e-04  7.4522093402e-01
1.5000000000e-02  2.8780076895e-01  2.8780548385e-01  -8.2555976953e-01  4.7149015555e-06  6.1356285614e-04  7.4426865065e-01
1.6000000000e-02  2.8697376402e-01  2.8697911137e-01  -8.2718351770e-01  5.3473547208e-06  6.5127822565e-04  7.4331260227e-01
1.7000000000e-02  2.8614510284e-01  2.8615112017e-01  -8.2879721685e-01  6.0173277471e-06  6.8860281648e-04  7.4235280476e-01
1.8000000000e-02  2.8531479586e-01  2.8532152029e-01  -8.3040086397e-01  6.7244305725e-06  7.2553806400e-04  7.4138927412e-01
1.9000000000e-02  2.8448285351e-01  2.8449032179e-01  -8.3199445615e-01  7.4682745762e-06  7.6208541509e-04  7.4042202650e-01
2.0000000000e-02  2.8364928625e-01  2.8365753473e-01  -8.3357799054e-01  8.2484725900e-06  7.9824632802e-04  7.3945107820e-01
2.1000000000e-02  2.8281410452e-01  2.8282316916e-01  -8.3515146442e-01  9.0646389092e-06  8.3402227225e-04  7.3847644566e-01
2.2000000000e-02  2.8197731876e-01  2.8198723515e-01  -8.3671487514e-01  9.9163893049e-06  8.6941472829e-04  7.3749814544e-01
2.3000000000e-02  2.8113893943e-01  2.8114974277e-01  -8.3826822015e-01  1.0803341033e-05  9.0442518750e-04  7.3651619426e-01
2.4000000000e-02  2.8029897696e-01  2.8031070207e-01  -8.3981149700e-01  1.1725112848e-05  9.3905515198e-04  7.3553060897e-01
2.5000000000e-02  2.7945744180e-01  2.7947012313e-01  -8.4134470332e-01  1.2681325010e-05  9.7330613435e-04  7.3454140657e-01
2.6000000000e-02  2.7861434442e-01  2.7862801602e-01  -8.4286783684e-01  1.3671599297e-05  1.0071796576e-03  7.3354860416e-01
2.7000000000e-02  2.7776969525e-01  2.7778439081e-01  -8.4438089539e-01  1.4695559017e-05  1.0406772551e-03  7.3255221901e-01
2.8000000000e-02  2.7692350476e-01  2.7693925759e-01  -8.4588387688e-01  1.5752829013e-05  1.0738004699e-03  7.3155226851e-01
2.9000000000e-02  2.7607578338e-01  2.7609262642e-01  -8.4737677933e-01  1.6843035680e-05  1.1065508554e-03  7.3054877018e-01
3.0000000000e-02  2.7522654158e-01  2.7524450739e-01  -8.4885960083e-01  1.7965806968e-05  1.1389299745e-03  7.2954174168e-01
3.1000000000e-02  2.7437578981e-01  2.7439491058e-01  -8.5033233958e-01  1.9120772397e-05  1.1709393995e-03  7.2853120079e-01
3.2000000000e-02  2.7352353851e-01  2.7354384607e-01  -8.5179499388e-01  2.0307563063e-05  1.2025807124e-03  7.2751716542e-01
3.3000000000e-02  2.7266979814e-01  2.7269132395e-01  -8.5324756210e-01  2.1525811648e-05  1.2338555043e-03  7.2649965363e-01
3.4000000000e-02  2.7181457916e-01  2.7183735431e-01  -8.5469004273e-01  2.2775152431e-05  1.2647653754e-03  7.2547868357e-01
3.5000000000e-02  2.7095789201e-01  2.7098194723e-01  -8.5612243433e-01  2.4055221295e-05  1.2953119348e-03  7.2445427355e-01
3.6000000000e-02  2.7009974715e-01  2.7012511281e-01  -8.5754473557e-01  2.5365655736e-05  1.3254968003e-03  7.2342644199e-01
3.7000000000e-02  2.6924015503e-01  2.6926686112e-01  -8.5895694520e-01  2.6706094873e-05  1.3553215983e-03  7.2239520743e-01
3.8000000000e-02  2.6837912610e-01  2.6840720228e-01  -8.6035906208e-01  2.8076179455e-05  1.3847879638e-03  7.2136058854e-01
3.9000000000e-02  2.6751667081e-01  2.6754614636e-01  -8.6175108515e-01  2.9475551871e-05  1.4138975397e-03  7.2032260411e-01
4.0000000000e-02  2.6665279962e-01  2.6668370347e-01  -8.6313301344e-01  3.0903856155e-05  1.4426519775e-03  7.1928127305e-01
4.1000000000e-02  2.6578752296e-01  2.6581988370e-01  -8.6450484610e-01  3.2360737999e-05  1.4710529360e-03  7.1823661440e-01
4.2000000000e-02  2.6492085130e-01  2.6495469715e-01  -8.6586658233e-01  3.3845844756e-05  1.4991020824e-03  7.1718864729e-01
4.3000000000e-02  2.6405279508e-01  2.6408815390e-01  -8.6721822147e-01  3.5358825451e-05  1.5268010911e-03  7.1613739101e-01
4.4000000000e-02  2.6318336474e-01  2.6322026407e-01  -8.6855976293e-01  3.6899330787e-05  1.5541516441e-03  7.1508286493e-01
4.5000000000e-02  2.6231257073e-01  2.6235103774e-01  -8.6989120621e-01  3.8467013151e-05  1.5811554306e-03  7.1402508856e-01
4.6000000000e-02  2.6144042350e-01  2.6148048502e-01  -8.7121255090e-01  4.0061526624e-05  1.6078141470e-03  7.1296408150e-01
4.7000000000e-02  2.6056693348e-01  2.6060861601e-01  -8.7252379671e-01  4.1682526989e-05  1.6341294968e-03  7.1189986349e-01
4.8000000000e-02  2.5969211112e-01  2.5973544080e-01  -8.7382494342e-01  4.3329671732e-05  1.6601031900e-03  7.1083245436e-01
4.9000000000e-02  2.5881596687e-01  2.5886096949e-01  -8.7511599090e-01  4.5002620056e-05  1.6857369435e-03  7.0976187407e-01
5.0000000000e-02  2.5793851115e-01  2.5798521218e-01  -8.7639693914e-01  4.6701032880e-05  1.7110324805e-03  7.0868814267e-01
5.1000000000e-02  2.5705975440e-01  2.5710817898e-01  -8.7766778820e-01  4.8424572854e-05  1.7359915307e-03  7.0761128034e-01
5.2000000000e-02  2.5617970707e-01  2.5622987997e-01  -8.7892853824e-01  5.0172904358e-05  1.7606158298e-03  7.0653130736e-01
5.3000000000e-02  2.5529837957e-01  2.5535032527e-01  -8.8017918951e-01  5.1945693511e-05  1.7849071196e-03  7.0544824411e-01
5.4000000000e-02  2.5441578235e-01  2.5446952496e-01  -8.8141974237e-01  5.3742608177e-05  1.8088671478e-03  7.0436211107e-01
5.5000000000e-02  2.5353192583e-01  2.5358748915e-01  -8.8265019726e-01  5.5563317970e-05  1.8324976676e-03  7.0327292885e-01
5.6000000000e-02  2.5264682044e-01  2.5270422793e-01  -8.8387055470e-01  5.7407494262e-05  1.8558004380e-03  7.0218071815e-01
5.7000000000e-02  2.5176047659e-01  2.5181975140e-01  -8.8508081534e-01  5.9274810184e-05  1.8787772231e-03  7.0108549976e-01
5.8000000000e-02  2.5087290472e-01  2.5093406966e-01  -8.8628097989e-01  6.1164940636e-05  1.9014297923e-03  6.9998729460e-01
5.9000000000e-02  2.4998411525e-01  2.5004719281e-01  -8.8747104916e-01  6.3077562288e-05  1.9237599202e-03  6.9888612365e-01
6.0000000000e-02  2.4909411858e-01  2.4915913093e-01  -8.8865102408e-01  6.5012353589e-05  1.9457693862e-03  6.9778200803e-01
6.1000000000e-02  2.4820292513e-01  2.4826989412e-01  -8.8982090564e-01  6.6968994768e-05  1.9674599744e-03  6.9667496893e-01
6.2000000000e-02  2.4731054532e-01  2.4737949248e-01  -8.9098069494e-01  6.8947167842e-05  1.9888334736e-03  6.9556502766e-01
6.3000000000e-02  2.4641698954e-01  2.4648793610e-01  -8.9213039317e-01  7.0946556617e-05  2.0098916768e-03  6.9445220560e-01
6.4000000000e-02  2.4552226821e-01  2.4559523506e-01  -8.9327000161e-01  7.2966846696e-05  2.0306363817e-03  6.9333652425e-01
6.5000000000e-02  2.4462639173e-01  2.4470139946e-01  -8.9439952165e-01  7.5007725481e-05  2.0510693896e-03  6.9221800519e-01
6.6000000000e-02  2.4372937050e-01  2.4380643938e-01  -8.9551895475e-01  7.7068882178e-05  2.0711925063e-03  6.9109667008e-01
6.7000000000e-02  2.4283121490e-01  2.4291036491e-01  -8.9662830247e-01  7.9150007800e-05  2.0910075410e-03  6.8997254070e-01
6.8000000000e-02  2.4193193534e-01  2.4201318614e-01  -8.9772756649e-01  8.1250795170e-05  2.1105163067e-03  6.8884563890e-01
6.9000000000e-02  2.4103154220e-01  2.4111491314e-01  -8.9881674854e-01  8.3370938929e-05  2.1297206201e-03  6.8771598664e-01
7.0000000000e-02  2.4013004586e-01  2.4021555600e-01  -8.9989585047e-01  8.5510135533e-05  2.1486223010e-03  6.8658360593e-01
7.1000000000e-02  2.3922745671e-01  2.3931512480e-01  -9.0096487423e-01  8.7668083261e-05  2.1672231726e-03  6.8544851891e-01
7.2000000000e-02  2.3832378513e-01  2.3841362961e-01  -9.0202382184e-01  8.9844482217e-05  2.1855250610e-03  6.8431074777e-01
7.3000000000e-02  2.3741904148e-01  2.3751108051e-01  -9.0307269544e-01  9.2039034332e-05  2.2035297953e-03  6.8317031482e-01
7.4000000000e-02  2.3651323613e-01  2.3660748758e-01  -9.0411149723e-01  9.4251443367e-05  2.2212392073e-03  6.8202724243e-01
7.5000000000e-02  2.3560637946e-01  2.3570286087e-01  -9.0514022953e-01  9.6481414917e-05  2.2386551315e-03  6.8088155304e-01
7.6000000000e-02  2.3469848182e-01  2.3479721047e-01  -9.0615889475e-01  9.8728656413e-05  2.2557794049e-03  6.7973326921e-01
7.7000000000e-02  2.3378955356e-01  2.3389054644e-01  -9.0716749538e-01  1.0099287712e-04  2.2726138665e-03  6.7858241356e-01
7.8000000000e-02  2.3287960505e-01  2.3298287884e-01  -9.0816603402e-01  1.0327378816e-04  2.2891603579e-03  6.7742900877e-01
7.9000000000e-02  2.3196864662e-01  2.3207421772e-01  -9.0915451336e-01  1.0557110246e-04  2.3054207224e-03  6.7627307764e-01
8.0000000000e-02  2.3105668863e-01  2.3116457316e-01  -9.1013293616e-01  1.0788453484e-04  2.3213968054e-03  6.7511464300e-01
8.1000000000e-02  2.3014374140e-01  2.3025395520e-01  -9.1110130531e-01  1.1021380193e-04  2.3370904538e-03  6.7395372780e-01
8.2000000000e-02  2.2922981528e-01  2.2934237390e-01  -9.1205962377e-01  1.1255862222e-04  2.3525035161e-03  6.7279035503e-01
8.3000000000e-02  2.2831492059e-01  2.2842983930e-01  -9.1300789460e-01  1.1491871605e-04  2.3676378426e-03  6.7162454778e-01
8.4000000000e-02  2.2739906765e-01  2.2751636146e-01  -9.1394612094e-01  1.1729380561e-04  2.3824952844e-03  6.7045632920e-01
8.5000000000e-02  2.2648226679e-01  2.2660195041e-01  -9.1487430604e-01  1.1968361494e-04  2.3970776940e-03  6.6928572250e-01
8.6000000000e-02  2.2556452832e-01  2.2568661619e-01  -9.1579245324e-01  1.2208786994e-04  2.4113869250e-03  6.6811275099e-01
8.7000000000e-02  2.2464586255e-01  2.2477036885e-01  -9.1670056597e-01  1.2450629835e-04  2.4254248316e-03  6.6693743801e-01
8.8000000000e-02  2.2372627977e-01  2.2385321840e-01  -9.1759864776e-01  1.2693862978e-04  2.4391932690e-03  6.6575980701e-01
8.9000000000e-02  2.2280579030e-01  2.2293517489e-01  -9.1848670221e-01  1.2938459568e-04  2.4526940928e-03  6.6457988148e-01
9.0000000000e-02  2.2188440441e-01  2.2201624834e-01  -9.1936473303e-01  1.3184392938e-04  2.4659291590e-03  6.6339768497e-01
9.1000000000e-02  2.2096213240e-01  2.2109644877e-01  -9.2023274404e-01  1.3431636603e-04  2.4789003242e-03  6.6221324113e-01
9.2000000000e-02  2.2003898455e-01  2.2017578619e-01  -9.2109073911e-01  1.3680164268e-04  2.4916094449e-03  6.6102657363e-01
9.3000000000e-02  2.1911497113e-01  2.1925427063e-01  -9.2193872225e-01  1.3929949819e-04  2.5040583776e-03  6.5983770624e-01
9.4000000000e-02  2.1819010241e-01  2.1833191208e-01  -9.2277669752e-01  1.4180967332e-04  2.5162489789e-03  6.5864666276e-01
9.5000000000e-02  2.1726438866e-01  2.1740872057e-01  -9.2360466910e-01  1.4433191066e-04  2.5281831051e-03  6.5745346707e-01
9.6000000000e-02  2.1633784012e-01  2.1648470608e-01  -9.2442264126e-01  1.4686595466e-04  2.5398626120e-03  6.5625814311e-01
9.7000000000e-02  2.1541046706e-01  2.1555987862e-01  -9.2523061835e-01  1.4941155163e-04  2.5512893550e-03  6.5506071486e-01
9.8000000000e-02  2.1448227972e-01  2.1463424817e-01  -9.2602860482e-01  1.5196844973e-04  2.5624651888e-03  6.5386120638e-01
9.9000000000e-02  2.1355328834e-01  2.1370782474e-01  -9.2681660522e-01  1.5453639899e-04  2.5733919673e-03  6.5265964177e-01
1.0000000000e-01  2.1262350314e-01  2.1278061829e-01  -9.2759462417e-01  1.5711515127e-04  2.5840715436e-03  6.5145604519e-01
1.0100000000e-01  2.1169293435e-01  2.1185263881e-01  -9.2836266641e-01  1.5970446029e-04  2.5945057697e-03  6.5025044085e-01
1.0200000000e-01  2.1076159220e-01  2.1092389628e-01  -9.2912073675e-01  1.6230408164e-04  2.6046964963e-03  6.4904285301e-01
1.0300000000e-01  2.0982948689e-01  2.0999440066e-01  -9.2986884010e-01  1.6491377274e-04  2.6146455730e-03  6.4783330600e-01
1.0400000000e-01  2.0889662863e-01  2.0906416192e-01  -9.3060698147e-01  1.6753329285e-04  2.6243548478e-03  6.4662182418e-01
1.0500000000e-01  2.0796302761e-01  2.0813319002e-01  -9.3133516595e-01  1.7016240311e-04  2.6338261673e-03  6.4540843196e-01
1.0600000000e-01  2.0702869404e-01  2.0720149491e-01  -9.3205339872e-01  1.7280086648e-04  2.6430613763e-03  6.4419315380e-01
1.0700000000e-01  2.0609363809e-01  2.0626908654e-01  -9.3276168507e-01  1.7544844778e-04  2.6520623177e-03  6.4297601423e-01
1.0800000000e-01  2.0515786994e-01  2.0533597485e-01  -9.3346003037e-01  1.7810491364e-04  2.6608308327e-03  6.4175703778e-01
1.0900000000e-01  2.0422139975e-01  2.0440216979e-01  -9.3414844008e-01  1.8077003258e-04  2.6693687602e-03  6.4053624907e-01
1.1000000000e-01  2.0328423770e-01  2.0346768128e-01  -9.3482691974e-01  1.8344357491e-04  2.6776779370e-03  6.3931367274e-01
1.1100000000e-01  2.0234639394e-01  2.0253251925e-01  -9.3549547502e-01  1.8612531281e-04  2.6857601977e-03  6.3808933347e-01
1.1200000000e-01  2.0140787861e-01  2.0159669364e-01  -9.3615411163e-01  1.8881502028e-04  2.6936173742e-03  6.3686325600e-01
1.1300000000e-01  2.0046870186e-01  2.0066021434e-01  -9.3680283542e-01  1.9151247314e-04  2.7012512962e-03  6.3563546508e-01
1.1400000000e-01  1.9952887382e-01  1.9972309127e-01  -9.3744165230e-01  1.9421744906e-04  2.7086637903e-03  6.3440598553e-01
1.1500000000e-01  1.9858840460e-01  1.9878533433e-01  -9.3807056828e-01  1.9692972752e-04  2.7158566806e-03  6.3317484218e-01
1.1600000000e-01  1.9764730434e-01  1.9784695343e-01  -9.3868958947e-01  1.9964908983e-04  2.7228317883e-03  6.3194205993e-01
1.1700000000e-01  1.9670558313e-01  1.9690795845e-01  -9.3929872205e-01  2.0237531911e-04  2.7295909313e-03  6.3070766369e-01
1.1800000000e-01  1.9576325108e-01  1.9596835928e-01  -9.3989797231e-01  2.0510820031e-04  2.7361359246e-03  6.2947167840e-01
1.1900000000e-01  1.9482031828e-01  1.9502816580e-01  -9.4048734663e-01  2.0784752018e-04  2.7424685799e-03  6.2823412907e-01
1.2000000000e-01  1.9387679481e-01  1.9408738787e-01  -9.4106685147e-01  2.1059306729e-04  2.7485907053e-03  6.2699504069e-01
1.2100000000e-01  1.9293269075e-01  1.9314603538e-01  -9.4163649338e-01  2.1334463202e-04  2.7545041056e-03  6.2575443833e-01
1.2200000000e-01  1.9198801617e-01  1.9220411817e-01  -9.4219627902e-01  2.1610200653e-04  2.7602105821e-03  6.2451234706e-01
1.2300000000e-01  1.9104278112e-01  1.9126164611e-01  -9.4274621512e-01  2.1886498481e-04  2.7657119320e-03  6.2326879198e-01
1.2400000000e-01  1.9009699566e-01  1.9031862902e-01  -9.4328630851e-01  2.2163336262e-04  2.7710099490e-03  6.2202379825e-01
1.2500000000e-01  1.8915066983e-01  1.8937507677e-01  -9.4381656611e-01  2.2440693752e-04  2.7761064228e-03  6.2077739101e-01
1.2600000000e-01  1.8820381366e-01  1.8843099917e-01  -9.4433699493e-01  2.2718550888e-04  2.7810031388e-03  6.1952959546e-01
1.2700000000e-01  1.8725643717e-01  1.8748640605e-01  -9.4484760206e-01  2.2996887781e-04  2.7857018785e-03  6.1828043681e-01
1.2800000000e-01  1.8630855039e-01  1.8654130724e-01  -9.4534839469e-01  2.3275684723e-04  2.7902044191e-03  6.1702994030e-01
1.2900000000e-01  1.8536016331e-01  1.8559571253e-01  -9.4583938012e-01  2.3554922184e-04  2.7945125332e-03  6.1577813119e-01
1.3000000000e-01  1.8441128593e-01  1.8464963174e-01  -9.4632056569e-01  2.3834580808e-04  2.7986279892e-03  6.1452503476e-01
1.3100000000e-01  1.8346192825e-01  1.8370307466e-01  -9.4679195887e-01  2.4114641419e-04  2.8025525507e-03  6.1327067631e-01
1.3200000000e-01  1.8251210024e-01  1.8275605109e-01  -9.4725356722e-01  2.4395085014e-04  2.8062879767e-03  6.1201508116e-01
1.3300000000e-01  1.8156181186e-01  1.8180857079e-01  -9.4770539836e-01  2.4675892768e-04  2.8098360214e-03  6.1075827466e-01
1.3400000000e-01  1.8061107309e-01  1.8086064355e-01  -9.4814746003e-01  2.4957046030e-04  2.8131984340e-03  6.0950028216e-01
1.3500000000e-01  1.7965989386e-01  1.7991227912e-01  -9.4857976003e-01  2.5238526325e-04  2.8163769588e-03  6.0824112902e-01
1.3600000000e-01  1.7870828412e-01  1.7896348728e-01  -9.4900230629e-01  2.5520315350e-04  2.8193733351e-03  6.0698084065e-01
1.3700000000e-01  1.7775625381e-01  1.7801427776e-01  -9.4941510678e-01  2.5802394978e-04  2.8221892966e-03  6.0571944244e-01
1.3800000000e-01  1.7680381284e-01  1.7706466031e-01  -9.4981816961e-01  2.6084747254e-04  2.8248265722e-03  6.0445695980e-01
1.3900000000e-01  1.7585097112e-01  1.7611464466e-01  -9.5021150293e-01  2.6367354394e-04  2.8272868850e-03  6.0319341816e-01
1.4000000000e-01  1.7489773856e-01  1.7516424054e-01  -9.5059511501e-01  2.6650198789e-04  2.8295719529e-03  6.0192884296e-01
1.4100000000e-01  1.7394412504e-01  1.7421345767e-01  -9.5096901420e-01  2.6933263000e-04  2.8316834880e-03  6.0066325964e-01
1.4200000000e-01  1.7299014045e-01  1.7326230575e-01  -9.5133320894e-01  2.7216529759e-04  2.8336231969e-03  5.9939669366e-01
1.4300000000e-01  1.7203579466e-01  1.7231079448e-01  -9.5168770776e-01  2.7499981969e-04  2.8353927802e-03  5.9812917048e-01
1.4400000000e-01  1.7108109754e-01  1.7135893356e-01  -9.5203251926e-01  2.7783602701e-04  2.8369939328e-03  5.9686071557e-01
1.4500000000e-01  1.7012605892e-01  1.7040673267e-01  -9.5236765217e-01  2.8067375197e-04  2.8384283435e-03  5.9559135440e-01
1.4600000000e-01  1.6917068865e-01  1.6945420148e-01  -9.5269311526e-01  2.8351282868e-04  2.8396976953e-03  5.9432111246e-01
1.4700000000e-01  1.6821499657e-01  1.6850134966e-01  -9.5300891741e-01  2.8635309290e-04  2.8408036649e-03  5.9305001521e-01
1.4800000000e-01  1.6725899248e-01  1.6754818687e-01  -9.5331506760e-01  2.8919438210e-04  2.8417479226e-03  5.9177808816e-01
1.4900000000e-01  1.6630268621e-01  1.6659472274e-01  -9.5361157488e-01  2.9203653540e-04  2.8425321327e-03  5.9050535678e-01
1.5000000000e-01  1.6534608753e-01  1.6564096693e-01  -9.5389844839e-01  2.9487939357e-04  2.8431579529e-03  5.8923184655e-01
1.5100000000e-01  1.6438920625e-01  1.6468692905e-01  -9.5417569736e-01  2.9772279906e-04  2.8436270345e-03  5.8795758297e-01
1.5200000000e-01  1.6343205214e-01  1.6373261874e-01  -9.5444333111e-01  3.0056659594e-04  2.8439410222e-03  5.8668259152e-01
1.5300000000e-01  1.6247463496e-01  1.6277804559e-01  -9.5470135903e-01  3.0341062995e-04  2.8441015541e-03  5.8540689766e-01
1.5400000000e-01  1.6151696447e-01  1.6182321922e-01  -9.5494979064e-01  3.0625474844e-04  2.8441102614e-03  5.8413052689e-01
1.5500000000e-01  1.6055905041e-01  1.6086814921e-01  -9.5518863549e-01  3.0909880041e-04  2.8439687686e-03  5.8285350467e-01
1.5600000000e-01  1.5960090250e-01  1.5991284514e-01  -9.5541790325e-01  3.1194263645e-04  2.8436786935e-03  5.8157585645e-01
1.5700000000e-01  1.5864253048e-01  1.5895731659e-01  -9.5563760369e-01  3.1478610880e-04  2.8432416465e-03  5.8029760771e-01
1.5800000000e-01  1.5768394405e-01  1.5800157312e-01  -9.5584774663e-01  3.1762907129e-04  2.8426592313e-03  5.7901878389e-01
1.5900000000e-01  1.5672515290e-01  1.5704562428e-01  -9.5604834199e-01  3.2047137934e-04  2.8419330443e-03  5.7773941043e-01
1.6000000000e-01  1.5576616672e-01  1.5608947961e-01  -9.5623939979e-01  3.2331288998e-04  2.8410646748e-03  5.7645951276e-01
1.6100000000e-01  1.5480699519e-01  1.5513314865e-01  -9.5642093013e-01  3.2615346182e-04  2.8400557048e-03  5.7517911629e-01
1.6200000000e-01  1.5384764797e-01  1.5417664093e-01  -9.5659294317e-01  3.2899295505e-04  2.8389077087e-03  5.7389824644e-01
1.6300000000e-01  1.5288813471e-01  1.5321996594e-01  -9.5675544920e-01  3.3183123142e-04  2.8376222540e-03  5.7261692859e-01
1.6400000000e-01  1.5192846504e-01  1.5226313319e-01  -9.5690845857e-01  3.3466815426e-04  2.8362009001e-03  5.7133518812e-01
1.6500000000e-01  1.5096864859e-01  1.5130615218e-01  -9.5705198171e-01  3.3750358844e-04  2.8346451993e-03  5.7005305040e-01
1.6600000000e-01  1.5000869499e-01  1.5034903239e-01  -9.5718602914e-01  3.4033740039e-04  2.8329566961e-03  5.6877054078e-01
1.6700000000e-01  1.4904861382e-01  1.4939178328e-01  -9.5731061148e-01  3.4316945808e-04  2.8311369272e-03  5.6748768458e-01
1.6800000000e-01  1.4808841468e-01  1.4843441432e-01  -9.5742573941e-01  3.4599963100e-04  2.8291874216e-03  5.6620450712e-01
1.6900000000e-01  1.4712810716e-01  1.4747693495e-01  -9.5753142371e-01  3.4882779018e-04  2.8271097006e-03  5.6492103368e-01
1.7000000000e-01  1.4616770080e-01  1.4651935461e-01  -9.5762767526e-01  3.5165380817e-04  2.8249052774e-03  5.6363728954e-01
1.7100000000e-01  1.4520720518e-01  1.4556168274e-01  -9.5771450499e-01  3.5447755900e-04  2.8225756573e-03  5.6235329995e-01
1.7200000000e-01  1.4424662982e-01  1.4460392874e-01  -9.5779192393e-01  3.5729891825e-04  2.8201223376e-03  5.6106909014e-01
1.7300000000e-01  1.4328598426e-01  1.4364610202e-01  -9.5785994320e-01  3.6011776294e-04  2.8175468075e-03  5.5978468531e-01
1.7400000000e-01  1.4232527801e-01  1.4268821198e-01  -9.5791857400e-01  3.6293397162e-04  2.8148505481e-03  5.5850011065e-01
1.7500000000e-01  1.4136452058e-01  1.4173026800e-01  -9.5796782760e-01  3.6574742429e-04  2.8120350320e-03  5.5721539131e-01
1.7600000000e-01  1.4040372145e-01  1.4077227945e-01  -9.5800771539e-01  3.6855800242e-04  2.8091017240e-03  5.5593055242e-01
1.7700000000e-01  1.3944289010e-01  1.3981425569e-01  -9.5803824880e-01  3.7136558896e-04  2.8060520803e-03  5.5464561908e-01
1.7800000000e-01  1.3848203600e-01  1.3885620607e-01  -9.5805943936e-01  3.7417006828e-04  2.8028875486e-03  5.5336061637e-01
1.7900000000e-01  1.3752116859e-01  1.3789813992e-01  -9.5807129870e-01  3.7697132624e-04  2.7996095684e-03  5.5207556934e-01
1.8000000000e-01  1.3656029733e-01  1.3694006658e-01  -9.5807383851e-01  3.7976925008e-04  2.7962195706e-03  5.5079050299e-01
1.8100000000e-01  1.3559943162e-01  1.3598199535e-01  -9.5806707058e-01  3.8256372851e-04  2.7927189775e-03  5.4950544231e-01
1.8200000000e-01  1.3463858088e-01  1.3502393553e-01  -9.5805100676e-01  3.8535465164e-04  2.7891092030e-03  5.4822041227e-01
1.8300000000e-01  1.3367775452e-01  1.3406589643e-01  -9.5802565900e-01  3.8814191099e-04  2.7853916521e-03  5.4693543777e-01
1.8400000000e-01  1.3271696191e-01  1.3310788731e-01  -9.5799103933e-01  3.9092539949e-04  2.7815677212e-03  5.4565054370e-01
1.8500000000e-01  1.3175621242e-01  1.3214991743e-01  -9.5794715986e-01  3.9370501144e-04  2.7776387980e-03  5.4436575492e-01
1.8600000000e-01  1.3079551543e-01  1.3119199607e-01  -9.5789403277e-01  3.9648064255e-04  2.7736062614e-03  5.4308109623e-01
1.8700000000e-01  1.2983488026e-01  1.3023413245e-01  -9.5783167036e-01  3.9925218988e-04  2.7694714814e-03  5.4179659243e-01
1.8800000000e-01  1.2887431625e-01  1.2927633580e-01  -9.5776008495e-01  4.0201955188e-04  2.7652358190e-03  5.4051226825e-01
1.8900000000e-01  1.2791383272e-01  1.2831861535e-01  -9.5767928901e-01  4.0478262834e-04  2.7609006266e-03  5.3922814839e-01
1.9000000000e-01  1.2695343897e-01  1.2736098029e-01  -9.5758929502e-01  4.0754132041e-04  2.7564672472e-03  5.3794425753e-01
1.9100000000e-01  1.2599314429e-01  1.2640343982e-01  -9.5749011561e-01  4.1029553055e-04  2.7519370151e-03  5.3666062027e-01
1.9200000000e-01  1.2503295795e-01  1.2544600312e-01  -9.5738176344e-01  4.1304516259e-04  2.7473112554e-03  5.3537726121e-01
1.9300000000e-01  1.2407288922e-01  1.2448867935e-01  -9.5726425127e-01  4.1579012166e-04  2.7425912842e-03  5.3409420489e-01
1.9400000000e-01  1.2311294735e-01  1.2353147766e-01  -9.5713759194e-01  4.1853031419e-04  2.7377784082e-03  5.3281147580e-01
1.9500000000e-01  1.2215314156e-01  1.2257440721e-01  -9.5700179837e-01  4.2126564794e-04  2.7328739252e-03  5.3152909840e-01
